O*NET-SOC Code,risacLetters,ProblemSolving_LV,CriticalThinking_LV,ProblemSolving_Score100,CriticalThinking_Score100,ProblemSolving_ReqLevel,CriticalThinking_ReqLevel
47-2131.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low
47-2132.00,RC,2.38,3.0,34.0,42.857142857142854,Low,Mid
47-2141.00,RC,2.12,3.0,30.28571428571429,42.857142857142854,Low,Mid
47-2142.00,RC,2.5,2.38,35.714285714285715,34.0,Low,Low
47-2151.00,RC,2.38,3.0,34.0,42.857142857142854,Low,Mid
47-2152.00,RC,2.88,3.5,41.14285714285714,50.0,Low,Mid
47-2152.04,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
47-2161.00,RC,2.25,2.62,32.142857142857146,37.42857142857143,Low,Low
47-2171.00,RC,2.38,2.88,34.0,41.14285714285714,Low,Low
47-2181.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
47-2211.00,RC,2.62,3.0,37.42857142857143,42.857142857142854,Low,Mid
47-2221.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
47-2231.00,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
47-3011.00,RC,2.38,2.38,34.0,34.0,Low,Low
47-3012.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low
47-3013.00,RC,2.25,3.0,32.142857142857146,42.857142857142854,Low,Mid
47-3014.00,RC,2.12,2.25,30.28571428571429,32.142857142857146,Low,Low
47-3015.00,RC,2.0,2.38,28.57142857142857,34.0,Low,Low
47-3016.00,RC,2.62,2.25,37.42857142857143,32.142857142857146,Low,Low
47-4011.00,RC,3.0,3.88,42.857142857142854,55.42857142857143,Mid,Mid
47-4011.01,CR,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid
47-4021.00,RC,3.12,3.25,44.57142857142857,46.42857142857143,Mid,Mid
47-4031.00,RC,2.5,2.88,35.714285714285715,41.14285714285714,Low,Low
47-4041.00,RC,3.0,3.62,42.857142857142854,51.714285714285715,Mid,Mid
47-4051.00,RC,2.75,2.75,39.285714285714285,39.285714285714285,Low,Low
47-4061.00,RC,2.38,3.0,34.0,42.857142857142854,Low,Mid
47-4071.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
47-4091.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
47-4099.03,RC,2.38,3.25,34.0,46.42857142857143,Low,Mid
47-5011.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
47-5012.00,RC,3.12,3.25,44.57142857142857,46.42857142857143,Mid,Mid
47-5013.00,RC,3.0,3.25,42.857142857142854,46.42857142857143,Mid,Mid
47-5022.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
47-5023.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
47-5032.00,RC,3.25,3.5,46.42857142857143,50.0,Mid,Mid
47-5041.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
47-5043.00,RC,2.38,3.0,34.0,42.857142857142854,Low,Mid
47-5044.00,RC,2.5,2.75,35.714285714285715,39.285714285714285,Low,Low
47-5051.00,RC,2.5,2.62,35.714285714285715,37.42857142857143,Low,Low
47-5071.00,RC,2.12,2.25,30.28571428571429,32.142857142857146,Low,Low
47-5081.00,RC,2.62,2.88,37.42857142857143,41.14285714285714,Low,Low
49-1011.00,EC,3.62,3.88,51.714285714285715,55.42857142857143,Mid,Mid
49-2011.00,RC,3.12,3.12,44.57142857142857,44.57142857142857,Mid,Mid
49-2021.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
49-2022.00,RC,3.25,3.75,46.42857142857143,53.57142857142857,Mid,Mid
49-2091.00,RC,3.5,3.75,50.0,53.57142857142857,Mid,Mid
49-2092.00,RC,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
49-2093.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
49-2094.00,RC,3.88,3.75,55.42857142857143,53.57142857142857,Mid,Mid
49-2095.00,RC,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
49-2096.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-2097.00,RC,3.12,3.5,44.57142857142857,50.0,Mid,Mid
49-2098.00,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
49-3011.00,RC,3.88,4.0,55.42857142857143,57.14285714285714,Mid,Mid
49-3021.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
49-3022.00,RC,2.5,2.75,35.714285714285715,39.285714285714285,Low,Low
49-3023.00,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
49-3031.00,RC,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
49-3041.00,RC,3.0,3.62,42.857142857142854,51.714285714285715,Mid,Mid
49-3042.00,RC,3.25,3.38,46.42857142857143,48.285714285714285,Mid,Mid
49-3043.00,RC,2.62,3.38,37.42857142857143,48.285714285714285,Low,Mid
49-3051.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
49-3052.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-3053.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
49-3091.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-3092.00,RC,2.88,3.5,41.14285714285714,50.0,Low,Mid
49-3093.00,RC,2.25,2.38,32.142857142857146,34.0,Low,Low
49-9011.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
49-9012.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-9021.00,RC,3.25,3.62,46.42857142857143,51.714285714285715,Mid,Mid
49-9031.00,RC,3.0,3.25,42.857142857142854,46.42857142857143,Mid,Mid
49-9041.00,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
49-9043.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
49-9044.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
49-9045.00,RC,2.12,3.0,30.28571428571429,42.857142857142854,Low,Mid
49-9051.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
49-9052.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-9061.00,RC,3.12,3.38,44.57142857142857,48.285714285714285,Mid,Mid
49-9062.00,RC,3.0,3.75,42.857142857142854,53.57142857142857,Mid,Mid
49-9063.00,RA,2.88,3.25,41.14285714285714,46.42857142857143,Low,Mid
49-9064.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
49-9071.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-9081.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
49-9091.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
49-9092.00,RI,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid
49-9094.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
49-9095.00,RC,3.25,3.25,46.42857142857143,46.42857142857143,Mid,Mid
49-9096.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
49-9097.00,RC,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
49-9098.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low
49-9099.01,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
51-1011.00,EC,3.62,3.75,51.714285714285715,53.57142857142857,Mid,Mid
51-2011.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
51-2021.00,RC,1.88,2.88,26.857142857142858,41.14285714285714,Low,Low
51-2022.00,RC,2.5,3.0,35.714285714285715,42.857142857142854,Low,Mid
51-2023.00,RC,2.12,2.88,30.28571428571429,41.14285714285714,Low,Low
51-2031.00,RC,2.25,3.0,32.142857142857146,42.857142857142854,Low,Mid
51-2041.00,RC,2.12,2.38,30.28571428571429,34.0,Low,Low
51-2051.00,RC,2.88,2.88,41.14285714285714,41.14285714285714,Low,Low
51-2061.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-2092.00,RC,2.62,2.88,37.42857142857143,41.14285714285714,Low,Low
51-3011.00,RC,2.0,3.0,28.57142857142857,42.857142857142854,Low,Mid
51-3021.00,RC,2.5,3.0,35.714285714285715,42.857142857142854,Low,Mid
51-3022.00,RC,2.12,2.88,30.28571428571429,41.14285714285714,Low,Low
51-3023.00,RC,1.75,1.88,25.0,26.857142857142858,Low,Low
51-3091.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-3092.00,RC,2.62,2.88,37.42857142857143,41.14285714285714,Low,Low
51-3093.00,RC,2.38,2.38,34.0,34.0,Low,Low
51-4021.00,RC,2.62,2.75,37.42857142857143,39.285714285714285,Low,Low
51-4022.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-4023.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-4031.00,RC,2.62,2.75,37.42857142857143,39.285714285714285,Low,Low
51-4032.00,RC,2.62,3.0,37.42857142857143,42.857142857142854,Low,Mid
51-4033.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-4034.00,RC,2.75,2.75,39.285714285714285,39.285714285714285,Low,Low
51-4035.00,RC,2.38,3.0,34.0,42.857142857142854,Low,Mid
51-4041.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-4051.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-4052.00,RC,2.12,3.0,30.28571428571429,42.857142857142854,Low,Mid
51-4061.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-4062.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-4071.00,RC,2.12,2.5,30.28571428571429,35.714285714285715,Low,Low
51-4072.00,RC,2.25,2.62,32.142857142857146,37.42857142857143,Low,Low
51-4081.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-4111.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-4121.00,RC,2.5,2.38,35.714285714285715,34.0,Low,Low
51-4122.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-4191.00,RC,2.62,3.0,37.42857142857143,42.857142857142854,Low,Mid
51-4192.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
51-4193.00,RC,2.25,2.75,32.142857142857146,39.285714285714285,Low,Low
51-4194.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-5111.00,CR,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-5112.00,CR,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
51-5113.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-6011.00,RC,2.25,2.5,32.142857142857146,35.714285714285715,Low,Low
51-6021.00,RC,1.75,2.25,25.0,32.142857142857146,Low,Low
51-6031.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low
51-6041.00,RA,2.12,2.88,30.28571428571429,41.14285714285714,Low,Low
51-6042.00,RC,2.5,2.5,35.714285714285715,35.714285714285715,Low,Low
51-6051.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low
51-6052.00,RA,2.62,3.0,37.42857142857143,42.857142857142854,Low,Mid
51-6061.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low
51-6062.00,RC,2.62,2.75,37.42857142857143,39.285714285714285,Low,Low
51-6063.00,RC,2.12,2.25,30.28571428571429,32.142857142857146,Low,Low
51-6064.00,RC,2.0,3.0,28.57142857142857,42.857142857142854,Low,Mid
51-6091.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-6092.00,RA,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
51-6093.00,RA,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-7011.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-7021.00,RC,2.75,3.12,39.285714285714285,44.57142857142857,Low,Mid
51-7031.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-7032.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-7041.00,RC,2.25,2.75,32.142857142857146,39.285714285714285,Low,Low
51-7042.00,RC,2.5,2.88,35.714285714285715,41.14285714285714,Low,Low
51-8011.00,RC,3.25,4.0,46.42857142857143,57.14285714285714,Mid,Mid
51-8012.00,RC,3.25,3.75,46.42857142857143,53.57142857142857,Mid,Mid
51-8013.00,RC,3.0,3.75,42.857142857142854,53.57142857142857,Mid,Mid
51-8013.03,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-8013.04,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-8021.00,RC,3.12,3.12,44.57142857142857,44.57142857142857,Mid,Mid
51-8031.00,RC,3.0,3.25,42.857142857142854,46.42857142857143,Mid,Mid
51-8091.00,RC,3.12,3.75,44.57142857142857,53.57142857142857,Mid,Mid
51-8092.00,RC,3.0,3.25,42.857142857142854,46.42857142857143,Mid,Mid
51-8093.00,RC,3.0,3.5,42.857142857142854,50.0,Mid,Mid
51-8099.01,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-9011.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
51-9012.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
51-9021.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-9022.00,RC,2.5,2.62,35.714285714285715,37.42857142857143,Low,Low
51-9023.00,RC,2.38,2.88,34.0,41.14285714285714,Low,Low
51-9031.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low
51-9032.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-9041.00,RC,2.75,2.75,39.285714285714285,39.285714285714285,Low,Low
51-9051.00,RC,2.62,3.0,37.42857142857143,42.857142857142854,Low,Mid
51-9061.00,RC,2.75,3.25,39.285714285714285,46.42857142857143,Low,Mid
51-9071.00,RA,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
51-9071.06,RC,2.62,3.12,37.42857142857143,44.57142857142857,Low,Mid
51-9081.00,RI,2.88,3.38,41.14285714285714,48.285714285714285,Low,Mid
51-9082.00,RI,3.0,3.5,42.857142857142854,50.0,Mid,Mid
51-9083.00,RC,2.5,2.88,35.714285714285715,41.14285714285714,Low,Low
51-9111.00,RC,2.12,2.25,30.28571428571429,32.142857142857146,Low,Low
51-9123.00,RA,2.0,2.62,28.57142857142857,37.42857142857143,Low,Low
51-9124.00,RC,2.62,2.88,37.42857142857143,41.14285714285714,Low,Low
51-9141.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
51-9151.00,RC,2.75,3.12,39.285714285714285,44.57142857142857,Low,Mid
51-9161.00,RC,3.0,3.62,42.857142857142854,51.714285714285715,Mid,Mid
51-9162.00,CR,3.38,3.5,48.285714285714285,50.0,Mid,Mid
51-9191.00,RC,2.5,2.75,35.714285714285715,39.285714285714285,Low,Low
51-9192.00,RC,2.12,2.12,30.28571428571429,30.28571428571429,Low,Low
51-9193.00,RC,3.0,3.25,42.857142857142854,46.42857142857143,Mid,Mid
51-9194.00,RC,2.25,3.12,32.142857142857146,44.57142857142857,Low,Mid
51-9195.00,RC,2.12,2.62,30.28571428571429,37.42857142857143,Low,Low
51-9195.03,RA,2.38,2.88,34.0,41.14285714285714,Low,Low
51-9195.04,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
51-9195.05,RC,2.12,3.12,30.28571428571429,44.57142857142857,Low,Mid
51-9196.00,RC,2.38,2.88,34.0,41.14285714285714,Low,Low
51-9197.00,RC,2.0,2.5,28.57142857142857,35.714285714285715,Low,Low
51-9198.00,RC,2.0,2.25,28.57142857142857,32.142857142857146,Low,Low
53-1041.00,EC,2.88,3.5,41.14285714285714,50.0,Low,Mid
53-1042.00,EC,3.0,3.62,42.857142857142854,51.714285714285715,Mid,Mid
53-1042.01,EC,2.75,3.5,39.285714285714285,50.0,Low,Mid
53-1043.00,ER,3.38,3.62,48.285714285714285,51.714285714285715,Mid,Mid
53-1044.00,EC,0.0,0.0,0.0,0.0,Low,Low
53-2011.00,RC,3.62,4.12,51.714285714285715,58.85714285714286,Mid,Mid
53-2012.00,RC,3.62,4.0,51.714285714285715,57.14285714285714,Mid,Mid
53-2021.00,CR,4.5,4.12,64.28571428571429,58.85714285714286,Mid,Mid
53-2022.00,CR,3.25,3.88,46.42857142857143,55.42857142857143,Mid,Mid
53-2031.00,CR,2.62,3.62,37.42857142857143,51.714285714285715,Low,Mid
53-3011.00,RS,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
53-3031.00,RC,2.88,3.38,41.14285714285714,48.285714285714285,Low,Mid
53-3032.00,RC,2.5,2.88,35.714285714285715,41.14285714285714,Low,Low
53-3033.00,RC,2.25,2.75,32.142857142857146,39.285714285714285,Low,Low
53-3051.00,RC,0.0,0.0,0.0,0.0,Low,Low
53-3052.00,RC,1.62,2.75,23.142857142857146,39.285714285714285,Low,Low
53-3053.00,RC,0.0,0.0,0.0,0.0,Low,Low
53-3054.00,RC,0.0,0.0,0.0,0.0,Low,Low
53-4011.00,RC,3.0,3.12,42.857142857142854,44.57142857142857,Mid,Mid
53-4013.00,RC,3.12,3.0,44.57142857142857,42.857142857142854,Mid,Mid
53-4022.00,RC,2.88,2.88,41.14285714285714,41.14285714285714,Low,Low
53-4031.00,RC,3.38,3.62,48.285714285714285,51.714285714285715,Mid,Mid
53-4041.00,RC,2.88,3.25,41.14285714285714,46.42857142857143,Low,Mid
53-5011.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
53-5021.00,RC,3.12,3.25,44.57142857142857,46.42857142857143,Mid,Mid
53-5022.00,RC,3.0,3.38,42.857142857142854,48.285714285714285,Mid,Mid
53-5031.00,RC,3.38,3.88,48.285714285714285,55.42857142857143,Mid,Mid
53-6011.00,RC,2.75,3.0,39.285714285714285,42.857142857142854,Low,Mid
53-6021.00,RC,2.12,2.75,30.28571428571429,39.285714285714285,Low,Low
53-6031.00,RC,2.25,2.88,32.142857142857146,41.14285714285714,Low,Low
53-6032.00,RC,0.0,0.0,0.0,0.0,Low,Low
53-6041.00,RC,3.62,3.5,51.714285714285715,50.0,Mid,Mid
53-6051.00,CR,3.25,3.5,46.42857142857143,50.0,Mid,Mid
53-6051.01,CR,3.62,4.0,51.714285714285715,57.14285714285714,Mid,Mid
53-6051.07,RC,2.25,2.88,32.142857142857146,41.14285714285714,Low,Low
53-6061.00,CS,2.38,3.25,34.0,46.42857142857143,Low,Mid
53-7011.00,RC,2.75,2.88,39.285714285714285,41.14285714285714,Low,Low
53-7021.00,RC,2.25,3.0,32.142857142857146,42.857142857142854,Low,Mid
53-7031.00,RC,2.5,2.75,35.714285714285715,39.285714285714285,Low,Low
53-7041.00,RC,2.38,2.62,34.0,37.42857142857143,Low,Low
53-7051.00,RC,2.0,2.25,28.57142857142857,32.142857142857146,Low,Low
53-7061.00,RC,1.62,2.0,23.142857142857146,28.57142857142857,Low,Low
53-7062.00,RC,2.0,2.0,28.57142857142857,28.57142857142857,Low,Low
53-7062.04,RC,2.38,2.75,34.0,39.285714285714285,Low,Low
53-7063.00,RC,2.12,2.62,30.28571428571429,37.42857142857143,Low,Low
53-7064.00,CR,1.75,2.0,25.0,28.57142857142857,Low,Low
53-7065.00,CR,2.25,2.38,32.142857142857146,34.0,Low,Low
53-7071.00,RC,3.0,3.0,42.857142857142854,42.857142857142854,Mid,Mid
53-7072.00,RC,2.88,3.12,41.14285714285714,44.57142857142857,Low,Mid
53-7073.00,RC,2.88,3.0,41.14285714285714,42.857142857142854,Low,Mid
53-7081.00,RC,2.12,2.62,30.28571428571429,37.42857142857143,Low,Low
53-7121.00,RC,2.88,2.88,41.14285714285714,41.14285714285714,Low,Low
